11984 12  1
11984 10  13
19359 15  3
16728 2  26
19359 10  14
11984 15  1
8184 5  13
8184 4  106
8184 3  8
8184 2  25
8184 1  42
11618 19  1
14209 2  23
8915 10  16
8915 12  2
9866 1  41
9866 3  8
9866 2  25
9866 5  14
9866 4  106
12548 4  105
16377 2  25
13029 19  1
16506 10  15
16114 4  103
5329 10  16
19363 24  1
1890 10  12
1890 12  2
16506 15  3
7903 2  25
12371 12  1
4543 2  23
12371 10  17
12371 15  1
16114 5  15
19968 19  2
13894 4  103
13894 5  15
17259 15  3
18120 5  14
19968 10  15
13894 1  39
13067 5  15
13894 3  6
11872 10  14
100 1  51
100 2  12
100 3  36
100 4  133
100 5  4
100 6  2
100 7  1
7636 2  21
7636 3  9
12137 15  1
7636 1  39
15316 2  24
12137 12  1
7636 4  107
7636 5  16
16114 2  25
11095 5  14
3324 1  43
11095 3  7
4857 19  1
11095 1  41
5394 1  42
18120 4  101
5394 3  11
5394 2  23
4857 10  17
5394 4  109
4857 12  2
18695 5  15
14663 5  17
1725 5  12
11691 19  1
12029 19  1
14663 3  6
1367 8  1
11691 15  1
11691 14  1
1367 5  9
1367 4  116
1367 3  20
1367 2  20
1367 1  47
11691 12  1
14862 4  103
18866 15  3
1725 1  44
19907 15  3
9692 10  15
16002 10  17
9692 12  1
9692 15  1
254 5  6
9692 19  1
1725 2  19
13543 19  2
16723 4  103
12375 19  1
14862 5  16
4524 5  12
4524 4  109
16723 5  14
4524 1  43
4524 3  11
4524 2  23
4659 2  23
4659 3  11
4659 1  43
4659 4  109
4659 5  12
4465 5  12
4465 4  109
5922 19  1
4465 1  43
8239 1  41
4465 3  11
4465 2  23
5922 12  2
3636 4  109
3636 5  12
3636 2  23
3636 3  11
3636 1  43
16672 5  15
17115 15  3
5208 12  2
17115 10  14
5208 10  15
7197 2  20
5576 3  11
7197 1  39
19912 10  14
14419 14  1
5208 19  1
5576 2  21
17842 1  40
2010 3  16
9452 10  16
17842 2  28
17842 5  14
5576 1  42
5295 10  16
14700 19  2
13393 15  2
9977 4  106
5436 2  23
5436 3  11
17189 19  2
5436 1  42
16672 3  6
5436 4  109
5436 5  13
10030 3  8
10030 2  25
10030 1  41
17189 10  15
16923 2  26
10030 5  14
10030 4  106
15009 19  2
6539 10  17
6539 12  2
8766 5  15
8766 4  106
15009 10  17
2010 4  112
6539 19  1
8766 3  8
8766 2  23
8594 4  106
8594 5  16
15784 5  15
8594 1  39
8594 2  22
8594 3  8
15346 5  16
14573 2  24
17688 10  15
6748 3  10
6748 2  21
6748 1  40
2010 8  1
13359 2  26
1923 8  1
6748 5  15
6748 4  108
1923 5  12
1923 4  112
3814 2  22
3814 3  11
1923 1  44
3814 5  12
1923 3  16
1923 2  21
6376 12  2
13 1  54
13 2  7
13 3  43
13 4  141
13 5  1
13 6  1
13 7  1
11876 14  1
11876 15  1
6376 19  1
1674 10  11
1674 11  1
1674 12  2
3227 1  43
8556 2  23
8556 3  8
10011 15  1
17222 10  15
6384 19  1
8556 5  15
9156 1  40
6590 10  17
3227 3  12
6384 12  2
6384 10  17
9948 4  106
9948 5  15
15474 19  2
10696 19  1
9948 1  40
9948 2  24
9948 3  8
10696 15  1
11829 3  7
16612 4  103
9156 2  24
10696 10  14
11829 4  105
10696 12  1
17661 2  27
17661 3  5
17661 1  40
14742 1  37
17661 4  102
17661 5  14
19017 3  5
16447 5  14
17523 15  3
18082 3  5
17419 5  14
18998 24  1
17532 15  3
2965 4  110
2965 5  11
2756 10  14
2965 3  12
2756 12  2
2965 1  44
7307 3  9
7307 2  21
7307 1  39
17045 1  41
13327 10  15
2756 19  1
7307 5  16
7307 4  107
11952 1  42
6543 2  21
11952 3  7
4990 19  1
11952 5  13
11952 4  105
6590 12  2
14749 5  17
4990 12  2
4990 10  16
9420 15  1
18200 1  40
17532 10  15
7035 12  2
7035 10  17
12972 10  14
10650 19  1
4392 19  1
13974 2  25
7035 19  1
4392 12  2
476 4  127
4392 10  14
10650 10  14
13098 12  1
13098 10  14
10064 24  1
15073 5  17
13953 5  15
13098 15  2
476 2  14
9420 10  17
476 3  31
11641 10  15
18423 19  2
13974 1  39
12195 3  7
12195 2  25
12195 1  40
6336 19  1
17213 5  14
11641 12  1
12195 5  15
12195 4  105
1417 1  48
14754 19  2
1417 3  20
1417 2  21
1417 5  8
1417 4  116
6054 1  41
16938 1  39
14754 10  18
1417 8  1
17546 19  2
19762 5  15
19762 2  26
14754 15  3
11641 15  1
4142 1  44
16770 10  15
4142 3  11
4142 2  25
4142 5  11
2555 5  10
12930 10  14
4142 6  1
19025 5  15
16938 4  103
2555 4  110
4354 10  14
4354 12  2
12930 19  1
15352 3  6
809 3  26
16732 3  6
11478 1  39
1981 10  10
12007 5  12
1981 12  2
16612 3  6
11478 3  7
19319 5  15
12023 4  105
11478 5  16
809 4  123
18780 10  14
18780 15  3
15352 5  16
18780 19  2
15352 4  103
9090 10  17
9090 12  2
16934 15  3
18056 5  14
9090 19  1
11564 2  26
11564 3  7
18189 19  2
4723 19  1
19476 15  3
15042 4  103
11564 4  105
11564 5  14
15480 15  3
7510 5  15
17560 3  5
10949 12  1
16094 1  38
15025 19  2
10730 1  42
10730 2  26
10730 3  8
10730 4  106
4722 10  16
14697 10  17
4722 12  2
15359 4  103
4722 19  1
10949 15  1
4398 6  1
19257 24  1
1947 12  2
1947 10  11
19999 10  15
4398 4  108
15760 19  2
13886 19  2
2752 19  1
4398 5  13
1762 12  2
13682 15  2
18080 3  5
2752 10  14
4398 2  23
2752 12  2
16934 19  2
13886 15  3
19238 2  27
4398 3  11
14035 10  16
16890 19  2
18080 1  40
10281 19  1
6190 19  1
10281 15  1
16593 10  15
19264 3  5
16890 10  15
16593 15  3
10281 10  15
16890 15  3
10281 12  1
5707 5  13
5707 4  109
9625 2  24
9625 3  8
5707 1  42
9625 5  15
5707 3  11
5707 2  22
16824 4  103
13761 15  3
18080 5  14
13761 10  16
5888 5  13
5888 4  108
13219 10  16
5888 1  42
5888 3  10
5888 2  23
13219 19  1
14889 10  17
4261 12  2
8244 12  2
8244 10  16
16608 1  40
15542 2  24
18427 10  15
15563 15  2
18796 15  3
8940 5  14
4261 10  13
8940 3  8
8940 2  24
8940 1  41
13536 1  39
17389 19  2
3642 3  11
19406 15  3
4785 19  1
13327 12  1
17389 10  15
4785 12  2
3642 1  43
4785 10  16
18335 1  39
19511 1  39
13963 5  15
11669 19  1
13963 3  6
1137 4  117
13963 1  39
19238 1  39
11669 12  1
16094 2  24
11669 10  14
15474 15  3
12854 4  103
16200 3  6
16094 5  16
11669 15  1
18094 1  40
18094 3  5
18094 2  27
18094 5  14
18094 4  101
16133 3  6
16133 2  25
15714 10  16
3642 4  109
16133 5  15
16133 4  103
8202 10  15
9799 5  15
8202 12  2
17330 2  26
11362 4  105
9799 1  40
9799 2  24
9799 3  8
8202 19  1
17588 5  15
8484 2  23
8484 3  8
19999 15  3
8484 1  40
19741 24  1
8484 4  106
8484 5  15
13677 3  6
13677 2  23
13677 1  38
18962 24  1
4369 8  1
13677 5  16
13677 4  103
7182 4  107
8665 5  16
7038 4  108
7038 5  15
7038 2  21
7038 3  10
7038 1  40
3402 19  1
9753 3  8
4944 4  109
9753 4  106
9753 5  14
3402 10  14
16616 15  2
3402 12  2
14346 5  16
18873 19  2
16616 10  15
3921 19  1
8101 3  8
8101 1  41
8101 4  106
8101 5  14
3921 10  13
12007 3  7
3921 12  1
3921 15  1
8113 19  1
16168 1  38
13260 3  6
14217 2  23
14217 3  6
2617 10  13
4498 10  14
2617 12  2
4498 12  2
4498 19  1
2617 19  1
11704 19  1
11839 12  1
11894 5  13
2143 4  111
17409 4  103
11704 10  14
11704 12  1
12932 5  14
12932 2  26
1550 12  2
1550 10  9
12420 10  18
10964 19  1
12420 12  1
12420 15  1
3470 3  12
18023 4  101
12420 19  1
13260 4  103
18093 19  2
19876 15  3
12669 12  1
19876 10  14
15360 5  16
15052 10  18
784 2  18
784 3  26
16401 3  6
784 1  49
784 6  2
16401 4  103
784 4  123
784 5  7
6178 19  1
14346 2  24
5262 12  2
5001 4  109
5001 5  13
6178 10  16
5001 1  41
5001 2  21
5001 3  11
18798 5  15
5262 10  16
10964 10  15
12960 1  41
18262 1  40
2012 1  45
17868 4  101
2012 3  16
2012 2  22
2012 5  11
2012 4  112
620 10  4
620 12  1
18150 2  27
851 12  2
851 10  5
14433 1  38
14433 2  24
14433 3  6
14433 4  103
5146 4  109
17322 10  15
15944 5  16
17430 19  2
17430 15  3
8290 5  14
8290 4  106
8290 3  8
8290 2  23
8290 1  41
15555 1  38
12007 2  28
1626 3  19
19975 10  15
1626 2  18
18262 3  5
5146 5  13
1626 1  45
5542 19  1
5542 15  1
19153 3  5
5542 10  14
19319 1  39
5542 12  1
19441 24  1
12406 2  23
12406 3  7
1327 8  1
5187 5  13
12406 4  105
12406 5  17
1327 3  20
1327 2  20
1327 1  47
5187 4  109
14189 2  24
14189 3  6
1327 5  9
1327 4  116
13005 10  15
13005 12  1
5463 15  1
5463 12  1
13005 15  2
5463 10  14
13005 19  1
16322 15  3
19571 19  2
5463 19  1
6553 1  40
19240 2  27
15732 3  6
4283 19  1
3678 5  12
11844 12  1
4283 12  2
4283 10  13
1554 12  2
501 6  2
17714 5  14
19153 5  15
6553 5  15
16322 10  15
19104 1  39
6553 4  108
18946 15  3
5204 3  11
18953 5  15
18953 4  101
18953 3  5
3678 2  23
18953 1  39
8585 2  23
8585 3  8
8585 1  40
18946 19  2
2031 10  10
8585 4  106
8585 5  15
17071 19  2
15730 10  16
19887 1  39
7854 19  1
7854 12  2
6045 5  13
7854 10  16
13340 1  40
