3352 234 1
9184 1504 1
1019 13 1
12167 618 1
2224 114 1
12243 84 1
14706 198 1
14121 128 1
17393 3740 1
16562 3516 1
18342 4011 1
8414 1286 1
14804 2998 1
13899 2732 1
2515 165 1
10584 1806 1
16920 3618 1
11257 1975 1
13993 2763 1
17721 3841 1
15222 258 1
11231 1967 1
14538 2924 1
14538 2925 1
16709 387 1
19539 4361 1
20375 131 1
2753 99 1
7609 55 1
10252 1725 1
10178 1686 1
12214 2279 1
6633 258 1
10379 1745 1
5247 472 1
9157 1503 1
7210 966 1
4077 41 1
13796 2714 1
8995 1469 1
6674 836 1
4055 17 1
16521 932 1
15701 3277 1
3593 259 1
17314 3716 1
13834 602 1
8947 125 1
20019 4502 1
6683 838 1
15592 3246 1
5996 663 1
6353 81 1
11351 1998 1
8751 1389 1
15199 3149 1
7984 1148 1
14524 2912 1
15333 3170 1
13381 2608 1
13381 2609 1
12994 2513 1
12994 2514 1
12902 2494 1
14352 2847 1
3531 53 1
8313 1226 1
11429 2006 1
7819 157 1
3020 199 1
14701 147 1
19529 3077 1
4380 371 1
19831 4443 1
12173 2262 1
13417 2620 1
13417 2621 1
8617 1345 1
10770 1845 1
6672 835 1
15148 125 1
10157 1706 1
9364 1550 1
12801 2454 1
2230 14 1
18876 4109 1
2827 189 1
11237 172 1
6415 26 1
14460 2890 1
3765 280 1
5908 147 1
14238 2824 1
17295 3706 1
14172 391 1
9208 1516 1
1800 30 1
12455 51 1
12828 1197 1
16699 3563 1
12170 2257 1
19599 4379 1
11709 313 1
8422 61 1
11061 1923 1
20307 4535 1
5457 79 1
8255 1225 1
10025 1679 1
12927 2498 1
7000 925 1
16220 3432 1
2348 147 1
6558 805 1
18619 2965 1
18604 4093 1
13795 1091 1
17834 3879 1
16930 2622 1
14061 2775 1
3902 178 1
10424 1740 1
16473 3488 1
12623 2402 1
18806 4162 1
17225 3682 1
2797 18 1
11129 1931 1
11129 1932 1
17938 3911 1
17321 381 1
20082 4518 1
14752 2965 1
7437 1025 1
2376 148 1
12558 2385 1
6945 913 1
19537 4360 1
20360 4583 1
6895 34 1
10253 172 1
17727 3739 1
20346 265 1
18210 938 1
20034 125 1
17300 3709 1
17525 3780 1
12244 2291 1
18686 90 1
14128 265 1
10206 1713 1
14326 390 1
12700 2427 1
10318 1734 1
3694 279 1
17757 3846 1
17108 3662 1
20087 3519 1
17989 3500 1
19093 4240 1
17612 3812 1
16693 171 1
6016 655 1
19835 4449 1
6967 280 1
6415 764 1
9528 381 1
17943 3914 1
17389 3691 1
18387 4025 1
8707 1373 1
407 12 1
17325 3721 1
3649 56 1
18918 4193 1
20243 4565 1
17930 3908 1
7884 1122 1
7884 1123 1
1926 104 1
12045 2200 1
11748 2111 1
11748 2110 1
16539 3510 1
19911 4469 1
11209 1956 1
6273 720 1
10801 228 1
19326 1085 1
6466 778 1
12720 172 1
7285 988 1
19504 1461 1
8860 952 1
15106 3117 1
6302 729 1
1234 43 1
15106 3118 1
15106 3119 1
17388 3584 1
11726 2100 1
11575 2046 1
6385 755 1
13789 2712 1
15363 3185 1
12187 2270 1
12187 2271 1
20234 4549 1
12192 2274 1
16581 2536 1
2701 14 1
11332 1971 1
16870 3607 1
12124 2233 1
10101 1678 1
17292 3703 1
3489 91 1
10036 1682 1
16661 3549 1
1555 16 1
4672 184 1
20107 120 1
8282 1230 1
6712 846 1
19714 4404 1
15160 120 1
14468 2894 1
7677 1080 1
13424 983 1
6571 51 1
13344 2593 1
15141 3129 1
6854 381 1
8166 1195 1
1539 73 1
15280 3167 1
5404 123 1
13141 2535 1
19426 4326 1
17353 532 1
13408 2614 1
4686 424 1
10144 1684 1
13408 2618 1
15747 3289 1
10220 1716 1
11259 1976 1
11621 2055 1
4451 384 1
16492 3495 1
17601 3807 1
12644 2411 1
6498 790 1
12535 272 1
5009 482 1
8760 1392 1
5327 18 1
6435 770 1
5145 9 1
17286 3687 1
8771 1396 1
1361 12 1
7732 71 1
12984 2511 1
14961 204 1
7758 1100 1
7675 1078 1
6347 171 1
14809 3001 1
18022 3932 1
20217 37 1
2754 40 1
14849 381 1
14721 2980 1
19606 4381 1
14753 2970 1
15593 1586 1
17293 3704 1
6026 667 1
11987 755 1
8337 1254 1
9429 1584 1
9871 265 1
7353 515 1
17880 3889 1
13100 931 1
15918 3335 1
9325 702 1
16729 3571 1
15165 803 1
