5199 55 1
11147 450 1
8271 198 1
16686 826 1
5199 52 1
5278 159 1
16460 18 2
11147 459 1
5199 59 1
13303 13 1
13881 7 1
16690 550 1
14997 1 8
3905 125 1
13556 89 1
3520 75 1
12450 580 1
12450 581 1
6215 112 1
16662 898 1
12450 584 1
16283 40 3
3905 128 1
16638 54 1
12472 1 4
16283 41 1
13988 23 1
13991 113 1
13461 55 1
4752 83 1
8870 54 1
6743 231 1
15575 1 6
15134 798 1
6164 18 5
14209 733 1
12878 176 1
3520 73 1
14209 739 1
10844 444 1
12220 572 1
11112 459 1
10844 442 1
12220 573 1
12773 620 1
12176 89 1
14773 40 1
6164 13 2
17225 115 1
8002 301 1
4956 49 1
5664 41 2
6238 34 3
4956 43 1
9367 9 51
4956 40 2
2378 8 2
5409 13 2
5582 41 2
5409 17 10
2924 2 1
13303 10 1
4701 16 23
5409 18 5
2530 73 1
6657 41 1
4701 17 10
3241 34 4
11421 183 1
6657 40 1
7958 73 1
15772 18 1
9386 77 1
13815 55 2
1590 23 1
10539 55 1
15772 16 70
1590 26 1
10689 158 1
2378 9 41
4659 144 1
14130 18 2
15946 16 72
13994 2 1
16828 826 1
13038 395 1
13384 674 1
3671 9 52
16340 887 1
14104 428 1
14130 15 1
14130 16 68
3671 8 1
13885 34 1
10242 410 1
13885 33 1
9335 1 20
17220 428 1
10122 13 1
9335 9 52
12170 224 1
13520 18 2
7515 196 1
12972 9 59
17006 112 1
13137 639 1
16089 235 1
14067 17 3
16887 2 1
16887 1 7
13274 46 1
12885 13 1
16374 172 1
13974 131 1
4713 13 3
16887 8 3
13274 49 1
17115 69 1
8233 310 1
15927 69 2
11445 55 1
9063 8 1
9063 9 50
16814 1 8
2229 34 1
17191 228 1
15407 311 1
13871 55 1
9063 1 18
9063 2 2
14015 55 1
13545 690 1
12000 18 1
16775 550 1
15119 73 1
7949 95 1
6038 82 1
12000 13 1
12000 16 58
12000 17 5
12624 34 1
13964 12 1
13964 13 1
12830 2 1
11956 1 6
13964 17 2
11956 3 2
15799 128 1
13964 18 2
3022 17 5
11956 9 64
11956 8 2
17211 674 1
3573 18 4
12885 15 1
1307 18 7
2159 34 1
13251 8 1
11549 105 1
8807 43 1
1307 13 5
1307 12 1
1307 15 2
1307 17 3
1307 16 8
12106 557 1
16307 1 9
10214 3 2
5657 2 2
5657 1 18
6120 198 1
768 34 1
16307 9 59
11524 60 1
16412 831 1
5657 9 66
5657 8 1
15157 8 1
15157 9 54
6432 172 1
16462 72 1
7300 259 1
6432 176 1
7300 257 1
15157 1 8
14462 89 1
10028 59 1
11456 246 1
15476 378 1
7740 63 1
17360 977 1
4758 49 1
657 18 2
11172 34 2
7019 93 1
657 13 2
9131 41 1
13824 698 1
4758 40 2
657 17 2
657 16 1
3255 59 1
